Gene_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TNXB	25.496347350499043	-4.708485128245178	1.511885889432281	-3.1143125027863254	0.001843740978442509	0.014017607917853163
CYP21A2	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
C4B	1.969440032846179	-1.977108156828993	2.84730887105177	-0.6943778305648544	0.4874452929855456	0.6720438473372145
TNXA	1.3809422209192235	-1.4063593657995959	2.893506898228385	-0.48603974874249345	0.6269389840625275	0.7741976881863236
CYP21A1P	0.3561698155337041	-0.4688114035157098	2.5453180667683166	-0.1841857839444561	0.8538677114611894	
STK19	38.75743829983383	-0.5126703355923087	0.47665732493257046	-1.0755532513107455	0.28212710442436406	0.4979788199595272
DXO	85.95589347663386	-0.15135561919773172	0.47399425669954004	-0.31931952140440056	0.7494842310012342	0.8542679549371335
SKIV2L	287.73907730419717	0.17478505037622957	0.28446314572270054	0.6144382954501002	0.5389257362903841	0.712431215338801
NELFE	259.5936420602212	-0.5026138433498849	0.3785494154111913	-1.327736414026505	0.18426519945653386	0.3880886861251989
CFB	82.40487104161272	-3.761422429251184	1.3035315445002376	-2.8855630269333297	0.003907142206586497	0.02577789917308626
C2-AS1	0.1677402320474675	0.4612354950918313	2.6184562532115048	0.17614787129864462	0.8601777729941734	
C2	10.46048444477389	-3.172283684588218	1.5641175338978308	-2.028161960874376	0.04254372080947983	0.14786713382139707
EHMT2	263.5107528500912	0.7318477681076027	0.37115603094372634	1.9718062138092092	0.04863173273480393	0.1621997331241948
SLC44A4	0.9446676274606591	-0.8661817051982843	2.5418301315506198	-0.34077088568852487	0.7332760698396132	
NEU1	108.0460943822382	-0.21251226448273447	0.42677604955263965	-0.49794796288474164	0.6185207201740097	0.7690891040100084
VWA7	14.24912073542563	-3.703417459653633	1.5135271149662888	-2.446878832254102	0.014409927359687592	0.0684583081530669
SAPCD1-AS1	0.13522665320991245	0.7253572997341045	2.5909084664686444	0.27996253403839916	0.7795062493963936	
SAPCD1	2.1488431206010103	-2.8493384342202552	2.5651439104820506	-1.1107908693063533	0.2666583775708632	0.48160092350207767
RNU6-850P	3.581854372962866	0.07266225407945412	1.1975501151589059	0.0606757522375691	0.9516174430032271	0.9719775982725674
MSH5	18.244828919533745	-3.135719147187453	1.741624626032634	-1.8004563671854608	0.07178860729463005	0.21256076776383948
MSH5-SAPCD1	9.631805866971153	1.359802815005021	0.7913091357443078	1.7184217312567562	0.08571971936868907	0.2398626990387691
CLIC1	1085.7183395649674	0.6151949410285789	0.20321421718183447	3.027322347619543	0.0024673069446694935	0.01783784455404164
DDAH2	59.98510895502527	0.11604726121584187	0.39437055101739105	0.2942594494352201	0.7685596562530512	0.8659788549131278
MPIG6B	6.204711628623296	-0.3778721565596818	1.099500032578877	-0.3436763486703886	0.7310896999442908	0.8437909163041216
LY6G6C	0.9468620674834604	1.086073148147709	1.9817563947238104	0.5480356470852064	0.5836674263153998	
LY6G6D	0.07019949553480237	1.4809774185139202	2.6047807857546053	0.5685612496119825	0.5696539284728956	
LY6G6E	0.06502715767511008	1.488493959086112	2.6281724790765986	0.5663608347383237	0.5711485132316257	
MIR4646	0.03768591669724733	2.0791815127988253	2.6217456623491135	0.7930523325194921	0.42774733331162396	
ABHD16A	64.26795333463545	0.8690603233733619	1.2494854962125488	0.6955345428239583	0.48672037134398527	0.6716981876585584
LY6G5C	3.368096233991112	-3.39308096323075	2.6468565391495615	-1.2819285492219958	0.19986771194837727	0.4073382190555896
LY6G5B	27.75563164035871	1.197107644975261	0.4527058477536567	2.644338814961975	0.008185067971342878	0.04500443165849739
CSNK2B	281.9056930589228	0.4994974634698001	0.8649996346773347	0.5774539588749358	0.5636328322832532	0.7300675273146503
GPANK1	68.81154235211436	-0.06171757893306242	0.3852533610137723	-0.16019997533741465	0.87272354882129	0.9285988343924207
C6orf47	51.14608182332918	0.5908012386966713	0.4225229750997498	1.3982700906552932	0.1620319759006602	0.3593035650571721
APOM	5.523569923029296	-1.049930729899426	1.1332558893028442	-0.9264727761929584	0.3542003385831818	0.5663637577866195
BAG6	1033.9647181440102	-0.40300243076035286	0.34283816456778876	-1.175488823621525	0.23979920596604154	0.4540527073170888
MIR6832	0.5342547233005562	-1.0084206640866582	2.547086056534755	-0.39591150110514467	0.6921703162211321	
SNORA38	11.098112567623707	-0.0729387764184413	0.9662873959721447	-0.07548352252391784	0.939830007252567	0.9650426479360668
PRRC2A	2575.7019645131736	-0.05288278292425925	0.3665161762777154	-0.144284990259718	0.8852754303220061	0.9355751706812109
AIF1	0.1078854122320497	1.0381293108867637	2.5921044663008357	0.40049671006055815	0.6887907061685765	
NCR3	0.10271307437235741	1.0550770039529282	2.587089138744291	0.40782398571122935	0.6834029028298629	
LST1	0.10271307437235741	1.0550770039529282	2.587089138744291	0.40782398571122935	0.6834029028298629	
LTB	1.078854122320497	-1.9192116720195247	2.597861895570244	-0.7387658579126462	0.46004918716109033	0.6506409932706849
TNF	7.329885967954327	4.145474638927264	1.9098018733940498	2.170630732265455	0.029959097059156406	0.11615754936845304
LTA	0.7444138165756365	-0.20501090758279017	2.7918034168901533	-0.07343314588072107	0.9414614421880189	
NFKBIL1	62.521262744693374	-1.2715397536050501	0.7787624649528828	-1.6327696965749134	0.10251744267301204	0.2702699614294664
ATP6V1G2	0.4367139867878911	-0.703868330004353	2.647545072348991	-0.2658569772260222	0.7903493601757909	
DDX39B-AS1	0.2105984866044071	0.2082374004195087	2.5428313403493785	0.08189194348646711	0.9347326410879585	
SNORD84	4.77992259005743	-0.6069820763095477	3.4412090587818205	-0.176386283408314	0.8599904799758709	0.9207937388424934
SNORD117	0.8268769328385517	-1.6106907829771155	2.539004856301756	-0.6343787720529227	0.5258336598304414	
DDX39B	161.33396993859134	-8.796659076445424	3.4833993229224296	-2.52530883225452	0.01155966541289004	0.058437889777148685
MCCD1	1.06333710874142	-1.9362231234460658	2.5437622888559805	-0.7611651182693071	0.44655844988814253	0.639999249789912
RPL15P4	0.9496036476234005	1.4614375921808767	1.6818184530422384	0.8689627525118925	0.3848675041433638	
PPIAP9	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
MICB	137.8787225332624	-1.0697887793298864	0.3838685863234268	-2.7868620081054	0.005322113662230124	0.0327435352409975
HCP5	70.32058309799757	-4.123057361460507	0.8275742396505883	-4.9820996883630775	6.289801504833073e-07	1.5002643123056503e-05
LINC01149	0.18842958348623665	0.33803843465644173	3.353427253469924	0.10080386694139852	0.9197061571046983	
MICA	162.54552196584123	-0.257671648418945	0.27387046558437234	-0.9408522670348444	0.34678057173698407	0.559909363613654
HLA-B	816.8801824564952	-4.090017480773093	0.5602460918928456	-7.300394487277142	2.8692522474064454e-13	2.1304197936992858e-11
HLA-C	1604.6402424282992	-0.7276378000370627	0.36271798856606086	-2.0060703438328096	0.044848743404627	0.1532748257336306
HCG27	12.980722631619352	-5.244952684893799	2.4598315878588006	-2.132240561013102	0.03298707560256695	0.12357939145701405
PSORS1C3	29.845641202356386	-1.8001181431681201	0.7543371135294493	-2.386357652145195	0.01701619346761546	0.07727156264184243
POU5F1	28.87894011620213	-2.0714469860752405	0.6725019839377502	-3.0802094797492567	0.0020685505025168013	0.015410424051322393
TCF19	167.3627478494699	0.6869148736500916	0.43886590687066684	1.5652044574347046	0.11753497670490276	0.2939012847697012
HCG22	0.7766910777162407	2.915263827155087	1.844812972816438	1.5802489846460772	0.11404985781598129	
MUC22	1.8721023719658891	0.040913662989142945	1.6195230605413422	0.02526278506677585	0.9798453576651728	0.9885422099521418
HCG20	2.9534762043158618	-0.9367514570838172	1.6206229458403663	-0.5780193718027787	0.563251040602623	0.7297522098943425
IER3	730.3282292714201	1.351818129718282	0.608881613403182	2.220165792431559	0.02640751544210992	0.10638109589827437
IER3-AS1	3.465325706801296	-0.13743923083391116	1.1688323671223582	-0.11758677694072057	0.9063950827262204	0.9464726345989808
FLOT1	475.6806160523819	-1.8290502195494909	0.4350576784493518	-4.204155701994865	2.6205850350926146e-05	0.00040516753011079267
TUBB	4141.542088986925	1.8561432828763351	0.4353947845221048	4.263127048969277	2.015858246695368e-05	0.00032110738542083484
MDC1-AS1	0.09754073651266512	1.0429671635226607	2.8340527066723817	0.36801262060763373	0.7128638236969571	
MDC1	452.5295987669653	0.01840079037365345	0.38281845090479394	0.04806662356572171	0.9616631459815992	0.9773741676843563
DHX16	357.28694599191897	0.02849002588842976	0.2897358034805732	0.09833105037824577	0.9216694230117254	0.9547717786084959
C6orf136	75.03811814980565	0.6816006598257327	0.43494512989904516	1.567095739142863	0.11709231500138369	0.2931727165775525
PTMAP1	6.200821702063177	1.566429727085796	0.8923983993783579	1.7553031562774726	0.07920746690214293	0.2269921195909879
ATAT1	38.78261917440078	0.60342148522768	0.42602325126396634	1.41640505169	0.15665694572097855	0.35263728896452545
MRPS18B	151.99526855282858	-0.7118558196668828	0.349867877294454	-2.0346418344310426	0.04188692474982478	0.14619140112647336
PPP1R10	410.215847318476	0.08222365230871241	0.2844209946405414	0.2890913605468148	0.7725114647612774	0.868120719645683
ABCF1	430.67919825748385	0.40805497977616834	0.30389039288704844	1.3427702531150312	0.1793463783604089	0.38244580185196625
PRR3	47.579949466561104	-0.737254793791318	0.43705500957567184	-1.6868695647879755	0.09162843547160156	0.25122781577934356
GNL1	236.59698279384207	-0.01871780294191356	0.26148513738096485	-0.07158266480990498	0.942934036157544	0.9666440688375162
LINC02569	1.9166764958991813	-1.9979329828763825	2.5195891870087754	-0.7929598178853527	0.4278012341573524	0.6263129829690619
HLA-E	888.6278792576653	-1.157234351934633	0.39987008766353777	-2.8940258039715228	0.003803369047413775	0.025239455913632403
RANP1	15.756613763658729	0.7184388290358643	0.6044451221071603	1.1885923184081786	0.23460013210762154	0.44860984351549077
HLA-N	0.10271307437235741	1.0550770039529282	2.587089138744291	0.40782398571122935	0.6834029028298629	
RPP21	3.939303191167428	-3.593004320777905	2.670247088479252	-1.3455699797520153	0.17844123863758077	0.3812294892995025
TRIM39	41.93553650204788	-0.7516662554773111	0.514287278657515	-1.4615688286893764	0.14385940150381873	0.333840834189202
HCG18	144.10092522988666	0.09804114950765636	0.8547637512899932	0.11469970428635343	0.9086831483274622	0.9476165247146858
HLA-L	20.576744066344123	-1.9166132682872796	0.9714129536291588	-1.973015967232979	0.04849374319214933	0.16203298623484627
HCG17	1.7536692083820793	-1.91744755797446	3.1919275238678924	-0.6007177618027331	0.5480279867458405	0.7186730415541619
PAIP1P1	8.848293563128612	-1.0497709624760356	0.9936706794146691	-1.0564576214469896	0.29075919248719884	0.5066372972301781
TRIM26	261.5711686792384	0.40631195239835416	0.2324151345458022	1.7482164110886764	0.0804265609153724	0.22911118389475052
TRIM15	1.1840869067223303	-1.5663992926993568	2.791519102993238	-0.5611279145536807	0.5747103397632787	0.7388101226194508
TRIM10	0.2105984866044071	0.2082374004195087	2.5428313403493785	0.08189194348646711	0.9347326410879585	
TRIM40	0.03768591669724733	2.0791815127988253	2.6217456623491135	0.7930523325194921	0.42774733331162396	
TRIM31-AS1	0.4965688066033088	-0.9166649512183096	2.5362430165201824	-0.3614263086176999	0.717780783881536	
TRIM31	12.05734259399438	-3.4516187184263205	1.5429901631333827	-2.236967416186922	0.025288469728979347	0.1030225401746517
RNF39	42.16441654229173	-1.4943402599580393	0.5531708993347194	-2.701407940575387	0.006904659206160899	0.039904229483874856
PPP1R11	152.76670612326225	-0.3717922470617691	0.31404909670206094	-1.1838666341221458	0.2364658598995284	0.45024116887497834
ETF1P1	3.5084739039587967	0.2527040083583765	1.5237772215597472	0.16584052103082836	0.8682824564699944	0.9254777236303818
HLA-J	4.571299199989193	-0.7100153472955911	1.1565168686509093	-0.6139256300894534	0.539264472686639	0.7126232294766495
HCG4P3	2.3639382340388324	-1.0939711793620168	1.666261972833517	-0.6565421267471485	0.5114753716814912	0.6910584265536674
ZNRD1ASP	43.65875914834443	-1.2353576439593588	0.6430246210457172	-1.9211669406225245	0.05471066453025099	0.17662029745091895
MCCD1P2	1.5710544317172372	-0.24086903442977114	1.6519434037364868	-0.14580949558257014	0.8840717796320217	0.9350007323039484
DDX39BP2	0.34582513981431956	-0.4490575233975734	2.5330046279382703	-0.17728255149817157	0.8592864555967547	
HCG9	0.2756256442795172	-0.15205371386983108	2.542298258302869	-0.05980954963613739	0.9523073196851413	
HCG4B	6.767569621362256	-0.5455838140942996	1.0199029360495682	-0.5349369972475339	0.5926934239114219	0.7513842828161738
DDX39BP1	1.0577253775524011	-1.1706255430979151	2.5174387248363184	-0.4650065686004048	0.641926752678016	0.7858289604981377
HLA-A	1016.715941930456	-0.9754337215008017	0.6849734088351556	-1.4240461146653765	0.15443312337144893	0.34956749032106466
HLA-H	72.08514311761938	-5.138767703451296	1.1825459755390588	-4.345511979869374	1.389511877585551e-05	0.00023366640834575648
HLA-G	5.1265739830071455	5.1159739199205765	1.6334195377609892	3.1320636258173455	0.0017358225337492522	0.013433965075591706
RPL7AP7	0.03768591669724733	2.0791815127988253	2.6217456623491135	0.7930523325194921	0.42774733331162396	
HLA-P	0.06502715767511008	1.488493959086112	2.6281724790765986	0.5663608347383237	0.5711485132316257	
HLA-V	27.945490987296797	-6.293714354052602	2.636543340397468	-2.387108247992541	0.01698149036746854	0.07720174363522551
HCG4	11.275251707622164	2.482035626081771	1.1396378390776587	2.17791612473183	0.029412281800293563	0.1145269099324605
IFITM4P	2.795844330290828	0.6424724005807282	1.2407606027749347	0.5178052874533995	0.6045941288523775	0.7594475101781617
MICE	45.20648018205986	1.0266772234063564	0.6685617333317602	1.5356505947325714	0.12462409822754734	0.3037897994125042
HLA-F-AS1	30.612427100342472	1.0427708347528488	0.5084763959924936	2.050775302396225	0.0402888337728861	0.14214956602681061
HLA-F	227.2488373697628	-3.2216665719177477	0.9266892125674564	-3.476534018338142	0.0005079397857603069	0.004858806864930021
ZFP57	40.00973900787932	-0.11412890893995191	0.4993357422990482	-0.22856146530684562	0.8192097779725128	0.8958762851949787
MOG	6.377570573626848	-1.3595960074119748	1.1139610842785728	-1.2205058386689343	0.22227317754277964	0.43417187772066873
SUMO2P1	4.6183636417983935	2.345174165886708	1.0303276298076822	2.276144109931761	0.02283738575181018	0.09640706584911339
GABBR1	222.92640579335006	0.2346721328980097	0.31779394414131706	0.7384411730440507	0.4602464024848141	0.6507464857317049
OR10C1	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
OR2J2	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
OR2J3	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
OR2J1	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
SAR1AP1	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
OR2AD1P	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
ZNF311	7.692554813669645	0.2623877735558307	0.8016717318571189	0.32730076804379055	0.7434404115865927	0.8506625078577964
HCG15	4.958320349887709	0.919181059321964	0.9259130740895193	0.9927293231341667	0.32084188088399757	0.5362118709927328
RN7SL471P	508.843551864201	-2.368469873538768	0.7783309671448435	-3.0430112298204475	0.0023422359227548897	0.0171150524927018
KRT18P1	0.07019949553480237	1.4809774185139202	2.6047807857546053	0.5685612496119825	0.5696539284728956	
LINC01556	0.03768591669724733	2.0791815127988253	2.6217456623491135	0.7930523325194921	0.42774733331162396	
RNU6-930P	0.2105984866044071	0.2082374004195087	2.5428313403493785	0.08189194348646711	0.9347326410879585	
TRIM27	242.7689816231472	0.11805296364425606	0.2319383121256685	0.5089843181246088	0.6107632162247238	0.7635680537417384
HCG14	0.3886833943712592	-0.5928865102420517	2.530423020453637	-0.23430331823955786	0.814749510034277	
ZNF90P2	0.03768591669724733	2.0791815127988253	2.6217456623491135	0.7930523325194921	0.42774733331162396	
LINC01623	0.07019949553480237	1.4809774185139202	2.6047807857546053	0.5685612496119825	0.5696539284728956	
NOP56P1	0.1078854122320497	1.0381293108867637	2.5921044663008357	0.40049671006055815	0.6887907061685765	
DAXX	220.88933655670266	0.1080532752743766	0.34215502786451346	0.31580209692889133	0.7521527263900296	0.855792159153856
ZBTB22	56.844502496475044	1.0681264421755141	0.4306515205565293	2.480256985497644	0.013128772240672812	0.06436453994668508
TAPBP	822.3720011996566	-0.35779634674348415	0.5695544222071849	-0.6282039657543556	0.5298703327138146	0.7052487594537262
RGL2	209.61713954747702	-0.40572838352667984	0.3938701228379341	-1.0301070327530912	0.30295976422555493	0.5195084300535273
PFDN6	97.1661770765215	-0.8023689522949375	0.35154580215831926	-2.2824023139197926	0.02246559885727687	0.095406258615751
WDR46	221.77519365727784	0.37280742352517743	0.32418335644263074	1.1499893998757813	0.25014823720097024	0.4652085728933567
B3GALT4	16.06002949284226	-2.8782525289160388	1.1026010212221682	-2.610420699343871	0.009043093557817222	0.04859046535560149
RING1	120.74961908461117	0.3723574321969316	0.5139244374406503	0.7245373153517976	0.46873592687459	0.6574728334452087
MIR219A1	1.2676481531305306	2.6555406180421746	3.0743527802116097	0.8637722499300787	0.38771301488172283	0.594846480255961
HSD17B8	31.249130176885313	0.20144262222554646	0.656915539842128	0.30664919614164976	0.7591104033482462	0.8600946940225576
SLC39A7	376.8001648089371	-0.07432012225833132	0.30639139403888654	-0.2425659587843997	0.808341654653158	0.8892820664824502
RNY4P10	1.0850666185302638	-1.2327014720829088	2.497424219244724	-0.4935891397960835	0.621596372167448	0.7707276006391077
RXRB	162.80055920088756	0.42990788264392243	0.4345051715930457	0.9894194839332567	0.3224579456075446	0.5375953472537189
PPP1R2P1	0.17291256990715978	0.44594917229391945	2.555159014232436	0.17452893139329007	0.8614497957055908	
HNRNPA1P2	0.36799404293249005	-0.5040039939074328	2.67450290286398	-0.18844772737682294	0.8505256887992525	
RNA5SP206	0.03251357883755504	1.843552628447941	5.058204820672301	0.36446776945717063	0.7155087373628684	
C4A	4.823895948969975	-1.7338831171766365	1.7357392116905448	-0.9989306604924247	0.3178282822640448	0.5338235518712162
ZBTB12	24.661772559710037	-0.23245146835276664	0.7234566645644107	-0.321306692907065	0.7479779849018984	0.8533937642654229
SNORD48	2.9511178659778077	-0.9960584971618361	3.4039809570122115	-0.2926157665805834	0.7698158610338588	0.8669962853258395
HSPA1B	265.8509696637041	0.10109076080595272	0.6427825571165094	0.15727054147119496	0.8750316358199017	0.929915816651488
HSPA1A	264.9620116038269	-0.27687274920488303	0.5567565353603481	-0.4972959123428761	0.6189803938854094	0.769179564991875
HSPA1L	2.4683671777875418	-2.911892605254961	2.4464824183483906	-1.19023647315674	0.23395346147770968	0.44795008129557645
LSM2	95.9144569779492	0.9420538031946518	0.43557771424019404	2.1627685999453305	0.030558981823603375	0.11801868525583735
CCHCR1	148.22160896613119	0.4385570556960444	0.30774800009130754	1.425052496087469	0.15414202689247755	0.3490802217683042
PSORS1C2	0.1677402320474675	0.4612354950918313	2.6184562532115048	0.17614787129864462	0.8601777729941734	
CDSN	17.937632174947172	-0.307620104009197	1.7197907860607273	-0.1788706547927363	0.8580392652298275	0.9199193358235697
PSORS1C1	6.911185354589534	-4.385470392255273	2.458820173864884	-1.7835669476234992	0.07449406039651625	0.21818572103411013
C6orf15	0.06502715767511008	1.488493959086112	2.6281724790765986	0.5663608347383237	0.5711485132316257	
MUC21	6.929076974360922	-4.178655132178849	2.444865161976137	-1.7091556610841163	0.08742211948710539	0.24287732471870227
NAPGP2	0.35099747767401185	-0.4619131235859656	2.526372741098049	-0.18283648967222554	0.8549263165630143	
HCG21	0.07019949553480237	1.4809774185139202	2.6047807857546053	0.5685612496119825	0.5696539284728956	
MUCL3	3.632937809221918	-3.503391146289096	2.470227702583354	-1.4182462380392153	0.15611888673371824	0.3523438142314852
SFTA2	0.2977945473976876	-0.2260267247461615	2.7806540831017976	-0.08128545226813344	0.9352149431118251	
VARS2	101.58342630114234	2.3897925776057516	1.4925072821892642	1.6011932444981554	0.10933412464197445	0.2811448919365057
