Gene,Log2FC,PVal
MFSD13B,-2.8347656936474688,0.0483145031686915
IGSF6,-2.588676943464287,0.0067470034116528
PAM16,-3.3884251350195225,0.005068736340987
PDPK2P,-2.2892894839367663,0.0336915029924264
NR2F2-AS1,-2.4763273698909822,0.0020541524967397
AP3S2,-3.4280908615116394,0.0174472430856589
GOLGA2P10,-4.731272292273224,0.0247049774629975
CSPG4P10,-5.055559307310739,0.0481818628735436
UBE2Q2P2,-5.428625681081587,0.0383892303748595
GOLGA6L10,-1.8943836020994724,0.0300664957607198
GOLGA6L9,-3.216776760977217,0.0189065345307022
TMEM266,-3.053710573280857,0.0308579352561361
UBAP1L,-2.34278810656699,0.0037643888317309
RPS3AP6,-2.709623727908725,0.0186528553079013
GABPB1-AS1,-1.850936919499062,0.0063324156562416
TRIM69,-4.905820731162071,0.0103485792010361
CATSPER2,-4.190534674128126,0.0069864540200169
EHD4-AS1,-2.130141851897392,0.0429714320812575
JMJD7-PLA2G4B,-5.353376853002266,0.0416492651412016
PAK6,-2.9982243725209368,0.0015429431878658
SNRPN,-4.221768907574142,0.0350260805551799
SNHG14,-2.4452665895612684,0.0078908095520845
PWRN1,-3.276883380465371,0.0151415571333705
SERPINA10,-1.946193739397376,0.0049988625731709
KRT18P7,-1.787463033975052,0.0150520720382838
HIF1A-AS2,-2.9556966960354654,0.0051185827957234
CGRRF1,-2.0158692843509063,0.0089400330673462
FRMD6-AS2,-1.5224246225607547,0.0409267424337323
RPL36AL,-4.9052148426625015,0.0021340239706538
GAS6-AS1,-1.900562458858024,0.0367760356846332
ADPRHL1,-4.7384336364598845,0.034116726689937
ERCC5,-2.416311498141049,0.0391485175165533
LINC00456,-4.009989766917251,0.0487654517074355
SETDB2,-4.65765476887417,0.0020133601090609
STARD13-AS,-2.7142011221078577,0.0038505074456101
ZNF84,-6.995834623784739,0.0141490182465405
ZNF26,-5.437705888527371,0.0043203823233709
CLIP1-AS1,-1.8358394881615816,0.0046744506754797
RNU4-2,-6.535188627510551,0.0195464760640684
PXN-AS1,-2.408863969148619,0.0149272090177899
RN7SKP71,-3.2832613290106303,0.0357271743524664
TMEM116,-2.2826547244127324,7.454335462979503e-05
PARPBP,-1.712691637526217,0.000138867318883
LINC01619,-2.2067825647391133,0.0123406790205379
POC1B-AS1,-1.9303582951898663,0.0157471663104803
IRAK3,-1.94410136994491,0.0144358254057185
IL23A,-1.6328660571726177,0.0464889617302265
SLC39A5,-2.1816584302454314,0.0432052425888372
TSPAN11,-2.298361869361372,0.0361148693754229
RASSF8-AS1,-2.4360421280507585,0.0050318836435646
CLEC2D,-1.7751750166955809,0.0138328254781086
HTR1DP1,-3.2604076314500543,0.0307102687799338
GSEC,-1.6172186353503657,0.0243127748743215
USP2-AS1,-3.0091301974441453,0.0373920061815281
CEP126,-2.068861467287309,0.0173999655124173
CCDC82,-1.7652766317902464,2.4851745376995792e-05
P4HA3,-2.8882663987332537,0.0080773623493687
MALAT1,-6.381400950451241,3.815096605696003e-07
TMEM262,-2.6521912716745306,0.0228596391956245
CTNND1,-1.8972324043606936,0.0122215351059651
IMMP1L,-1.9827453100392811,0.0124085740444709
RPL21P16,-2.0546026129371704,0.0017577292922015
ENTPD1-AS1,-3.505357832047515,0.0352500124045803
POLR3DP1,-2.133669025596897,0.0002174097857406
PRKG1-AS1,-1.7409447552770296,0.0318581412184177
CCDC7,-3.016020618074632,0.0343220221592965
BMI1,-2.069994058200669,0.0021773966944382
ACBD7,-1.5142108032502783,0.0399605923703152
LINC00702,-2.692177957333419,0.0309672637214461
MIR181A2HG,-2.0841762799620533,0.01877229802076
MSANTD3,-1.566603075038484,0.0051815573093336
CCDC180,-4.0670910690041735,0.0475522503799806
MFSD14C,-1.7425700942627522,0.035926605599342
CYCSP24,-1.883585810486801,0.0414140882165292
CBWD6,-1.710734106357208,0.0341136905224403
PGM5P2,-1.847106024511744,0.0189560043199565
FRG1HP,-4.033165447605281,0.0015711009021551
DUX4L50,-5.709934502472319,0.0325528764001776
CNTNAP3P2,-2.799245103108421,0.0363607498815891
CNTNAP3B,-5.561662820971425,0.012911143068206
SLC25A51,-4.340462513488617,0.033414111009424
SH3GL2,-1.9801089190484908,0.0290449727406819
LURAP1L-AS1,-3.97825719644673,0.0010298811188455
AKAP8P1,-2.1662629775422486,0.0165667562269393
RN7SL5P,-2.766820006138174,0.0109629658247526
PVT1,-2.169361893310617,0.0037688876760963
PCAT1,-2.661313875806929,0.0389214416361424
FBXO32,-1.7421516089573197,0.0015982890069478
C8orf76,-1.847322971866712,0.0412037217645892
TRPS1,-3.3689879642839395,0.0222318340366843
FBXO43,-1.9234753072313235,0.033086537798402
FSBP,-5.157732874552275,0.0458428040183471
RBM12B-AS1,-2.7738457178027787,4.204919493826541e-05
SGK3,-5.31962560558775,0.0411169005805045
LINC01606,-2.971728588630999,0.0005469403449848
SLC7A2,-2.302479617580208,0.030255248935035
MTMR7,-1.6578372256519116,0.0351148384741013
MCPH1-AS1,-1.7926850856117924,0.0240188170999332
RPS27AP12,-4.455955251474324,0.0031287153038003
MTPN,-9.263635603332595,0.0163976673325924
CPA4,-2.4935777334209908,0.0375916525123265
OPN1SW,-2.102184449820005,0.0258410858620689
CICP14,-6.7234844025233125,0.0174681746703622
BCAP29,-3.2654278165373487,0.0222958256293523
DUS4L,-2.374562638779928,0.0181256082905
PILRB,-3.9112163364680863,2.389865382351033e-06
STAG3L5P,-3.0822565182094155,1.5390930428249132e-05
DLX6-AS1,-2.1674063227939686,0.0203122145665458
GNGT1,-4.608663591990429,0.0262668832653162
ERVW-1,-2.6315565425041,0.0180077786564695
CFAP69,-2.034053322999507,0.020805846335798
TMEM60,-1.5307768803171615,0.016185388701185
SPDYE18,-1.9409324129770105,0.0003289494511417
DTX2P1-UPK3BP1-PMS2P11,-5.107783524034376,0.0465072923198986
C7orf57,-2.0881664997208125,0.004278660184738
SNORA5C,-1.7463295911288823,0.0064853408662489
HOXA-AS2,-4.336791532565889,0.0355848019310084
C7orf31,-2.127661780953124,0.0276942508021815
IL6,-1.530833232259356,0.0465894712111105
PMS2CL,-1.9986124257696716,0.0033637088573185
AFDN-DT,-2.257000599708279,0.036857966078049
RN7SKP268,-3.8564328911939114,0.0483750134389154
PEX7,-1.5462897823522723,0.0390569726877354
VNN3,-2.049318812173566,0.0369602891259388
RPL35P3,-2.488962151431122,0.0292564854427942
LINC00680,-1.5449052272004442,0.0347538572291157
EFHC1,-1.6295024103822666,0.0042115266476826
ADCY10P1,-3.493005648741617,0.0008278995023082
LHFPL5,-5.656310497020986,0.033362015051247
ZKSCAN4,-1.520283107330001,0.0060175222475849
TBC1D7,-4.951935709209707,0.0032963210472824
PHACTR1,-1.8524345224978087,0.0355044917926567
NEDD9,-1.5136273842226546,0.0109024358210526
BLOC1S5,-5.09755113750882,0.0467917948573703
GMDS-DT,-2.540194790815648,0.0149351500777042
GABRP,-4.787904468501775,0.0421713104981367
PCDHGC3,-5.997503459433371,0.0269587075421419
PCDHGB7,-5.075116088376606,0.0476968769649335
PCDHGA10,-5.286055041823618,0.0419736567481932
PCDHGB6,-5.393644138656097,0.0391852256680553
PCDHGA9,-5.3930028245300825,0.0393146523131609
PCDHGB5,-5.969939137553948,0.0277455097336188
ANKHD1,-2.0824600205616,0.0151772220281045
SNHG4,-1.8901587598685012,0.0228499553933528
TGFBI,-1.8249126149368289,0.0012459418202535
MTND4P12,-2.1683826610750487,0.0006047864155909
MTND5P11,-3.2353231264873625,0.0047349937850583
MTND6P4,-5.2995083451089,0.0024588539093051
LOX,-2.0573888517894465,0.026424088374059
ZBED3-AS1,-4.329653328715858,0.0356925394177487
MRPS30-DT,-2.5173660205878816,0.0285191016700718
OSMR-AS1,-1.8125486076828263,0.0033810750363053
NPR3,-2.293949278833046,0.0361740219367806
ZDHHC11,-1.5024271028208926,0.0066489214384303
RPSAP36,-1.974429286492724,0.0401413577503203
TNRC18P1,-3.2391163688540465,0.0465357740608836
MGST2,-1.7576021882320825,0.0175882469141212
GTF2IP12,-4.201170480527367,0.0059858689110355
THAP9,-2.2378964540717923,0.0067419534656315
RASGEF1B,-2.1699111837400795,0.042990952996137
LINC01088,-3.2802676848661774,0.0338885926311491
AREG,-7.499307439200494,0.0008313546720093
UBA6-AS1,-1.7996584054336238,0.0033119468668332
CEP135,-1.5224343073115734,0.0111827705083034
RN7SKP30,-2.8348104763627724,0.0444455986660964
GPR78,-1.8326183862335923,0.0458106733957128
CLDN16,-2.948009066847284,0.0379112649633895
KCNMB2-AS1,-2.027779215352981,0.0484402907460925
IFT80,-4.808851910030442,0.0328821979842017
SCHIP1,-4.928953272489465,0.0300604528306102
IQCJ-SCHIP1,-6.553859821099552,0.019008785642213
ANKUB1,-1.5233580555564554,0.0343708869983925
CHST2,-3.161696907422737,0.0399037306739182
NMNAT3,-1.8226772817402093,0.0483015203576771
ACKR4,-3.169035644102945,0.0269051271665173
RPL32P3,-1.773195672069706,0.0005998949726844
MARK2P8,-2.3432238143166604,0.0002411374888331
SLC9C1,-2.823729037348384,0.0160907169016533
C3orf52,-1.8533001335180377,4.007160006550202e-05
PLCXD2,-1.7320065311747788,0.0146954617421736
ZPLD1,-1.9175997947333416,0.0208477684037878
ST3GAL6,-1.8604268907923025,0.0004080850150969
ZNF654,-1.501793237279489,0.0048842157592441
ZNF717,-2.103201994436318,0.0461354053962475
LINC00960,-5.070408364974654,0.0478539977846932
KCTD6,-1.5267242167059845,0.0443001967132419
RPP14,-3.890807466206426,0.0464706276803602
ATRIP,-2.9628817512895496,0.000358992972878
ZNF197,-6.074819182160297,0.0129626754133218
ENTPD3-AS1,-2.9414887153096045,0.0204208882338591
KRT18P15,-1.783922547051044,0.023500064875369
RN7SL4P,-2.9937545466790088,3.536893203820779e-11
THUMPD3-AS1,-1.8588754209891567,0.021997173360113
SSUH2,-2.909313623621788,0.0484485865202971
SCLY,-4.946553511178259,0.0099099539620241
BANF1P3,-1.5696437733472597,0.0018652416760832
CFLAR-AS1,-2.028902031930455,0.0116577714336616
HNRNPA1P35,-2.36589313704498,0.0324318630075004
MOB4,-3.538802599429195,0.0136938409744299
NABP1,-1.829155927642654,0.0006524892185592
OSGEPL1,-1.506798926272398,0.0136024121486777
KLHL23,-2.295966796394282,0.0281122311667948
MED15P9,-3.8664773296945696,0.005607272403831
AMMECR1L,-8.01021278588515,0.0070453815997105
MTATP6P26,-1.7229312622468989,0.0010431539558457
NT5DC4,-1.600336015164114,0.0489379020556755
MIR4435-2HG,-1.7792768689028813,0.0076993468379708
RGPD5,-2.872136658543284,0.0371978059064743
FAHD2CP,-2.6460398702916774,0.0210081224213337
EIF2AK3,-1.5242347370127989,0.0009745024169077
CYTOR,-1.74442758694581,0.0022731300112861
CHMP3,-4.8250886566186,0.0110541711523342
DQX1,-2.8588246151199237,0.0071637945443221
PCBP1-AS1,-5.53157976229926,0.0041767595287077
LINC01828,-4.293438910904467,0.0026196376643542
FAM161A,-1.830489207503437,0.0055714341182997
FANCL,-2.273276684434141,0.0124906884338534
ASB3,-4.095904495927528,0.0003375502267407
BIRC6-AS2,-2.926095245700508,0.0380169440933107
SPDYA,-3.1467530730098336,0.0060673320330486
FAM228B,-1.6444356758651124,0.0478100394394529
MFSD2B,-2.231553825722828,0.0030844362953982
RN7SL674P,-4.96221653545105,0.0101076612754997
ATP6V1C2,-2.385904796123335,0.005101029371534
ZNF670,-1.9126253133678,0.0176843660415066
LINC01341,-2.579764532935836,0.0381321631495525
CHML,-7.926057642755733,0.0029591345814935
MIR29B2CHG,-2.469488181890032,0.0033176672764718
IL24,-2.738932872396999,2.975069922282771e-10
IL20,-2.103704771985427,0.0234622791260353
BLACAT1,-1.6416927686605625,0.0410197965072733
IGFN1,-1.540975830312692,0.0471032798095491
FAM204BP,-2.89799742436825,0.0439711478990119
B3GALT2,-1.5859949898105636,0.0214967032152037
SMG7-AS1,-2.1682384142551645,0.0428584650079836
TBX19,-2.5914703851356733,0.0031150819817721
FCRLA,-3.9207128655104775,0.0052356873000255
S100A8,-2.078393553544329,0.0009829474535135
SCNM1,-3.718089989092389,0.0216262523380233
CTSK,-1.6738733937254322,0.0284057898968466
ATP1A1-AS1,-2.3374726185323365,0.0009661638610239
TRMT13,-1.5298204759737286,0.0007989537732834
MIR137HG,-2.820513119371814,0.0388291407554935
ST6GALNAC5,-1.6651127980449332,0.0005975908861438
GNG12-AS1,-1.9897328459773969,0.0262778273248862
DNAJC6,-2.806203548685476,0.0460487285441018
PRKAA2,-1.6985911012181698,0.0017202137282909
TTC4,-3.7477743026773216,0.0086836094558349
TTC39A,-1.5930738198393657,0.0025430363501973
TMSB4XP1,-3.1470387391020838,0.0360646056412465
COL9A2,-3.4252030193385283,0.0153949517016823
MYCBP,-4.7379443324811215,0.0090190391349807
FTH1P1,-2.244402223003482,0.0209831737468091
LINC01137,-2.4165466524748527,0.0257656848858218
COL8A2,-2.8998131601109165,0.0457994446370598
MAN1C1,-2.566115421730901,0.0166388016030545
SRSF10,-5.524970415666601,6.583900650131718e-05
PNRC2,-3.8888947918405554,0.0045059545518293
ELOA-AS1,-2.937341985870072,0.0142476827585415
NBL1,-3.7567868828942186,0.0015798064786175
CROCCP2,-1.5232899839900491,0.004633745684655
MTND2P28,-2.6297181400113305,0.0031018176639056
MTND1P23,-4.495459362032423,0.00534290337599
